,log2FoldChange,padj,baseMean,t,P.Value,B
214607_at,0.671380261,0.017002584,3.467685286,2.702483316,0.008612563,-3.889902386
1553280_at,0.369232969,0.017012718,3.321335714,2.702240035,0.008618266,-3.890504224
214169_at,0.404582935,0.017022421,3.097324143,2.702006189,0.008623751,-3.891082679
214306_at,0.633378957,0.017038952,5.166646,2.701625103,0.008632696,-3.892025272
238785_at,-0.499416695,0.01704904,4.346900714,-2.70138324,0.008638378,-3.892623446
218188_s_at,0.470314079,0.01705209,8.748116571,2.701293193,0.008640494,-3.892846141
212929_s_at,-0.38614947,0.017068988,9.136137429,-2.700904763,0.008649628,-3.893806689
212349_at,-0.181902506,0.017077164,6.457274,-2.700690668,0.008654666,-3.894336076
215832_x_at,0.39880069,0.017077164,7.295182571,2.700680118,0.008654915,-3.894362162
227794_at,-0.896032246,0.017081647,2.847496286,-2.700559335,0.008657758,-3.894660805
209428_s_at,0.251482338,0.017085183,7.225517143,2.700458951,0.008660122,-3.894909
225160_x_at,-0.446286812,0.017085862,7.420271714,-2.700420041,0.008661039,-3.895005202
1553994_at,0.299475265,0.01710128,3.070617286,2.700064101,0.008669427,-3.89588518
201723_s_at,-0.412326678,0.017107136,10.26150886,-2.699913923,0.008672968,-3.896256432
225140_at,0.506975913,0.017111697,6.335272,2.699791596,0.008675853,-3.896558821
208859_s_at,-0.433669487,0.017132692,8.541366,-2.699316368,0.008687071,-3.897733467
212461_at,0.40139122,0.017140885,10.71197057,2.699116225,0.0086918,-3.898228119
225258_at,0.496657805,0.01714977,9.073059571,2.698901339,0.008696879,-3.898759178
211749_s_at,-0.403319664,0.017193772,9.518565429,-2.697934397,0.008719769,-3.901148402
222983_s_at,-0.320158503,0.017215061,10.59787514,-2.697454819,0.008731142,-3.902333136
217149_x_at,-0.306355097,0.017217141,5.435585857,-2.697386091,0.008732773,-3.902502906
242245_at,-0.979237468,0.017235242,6.908322143,-2.696956858,0.008742965,-3.903563102
226969_at,-0.494009983,0.017235242,7.740859571,-2.696950847,0.008743108,-3.903577949
215559_at,-0.579312817,0.017246032,2.371692,-2.696696238,0.008749159,-3.904206761
201004_at,0.305411354,0.017247356,11.91057,2.696643706,0.008750408,-3.904336495
239410_at,0.29293492,0.017248276,3.126886857,2.696599793,0.008751452,-3.904444942
237278_x_at,0.17036323,0.017256109,3.582403143,2.696408408,0.008756004,-3.904917564
227859_at,-0.353373272,0.017262306,5.640954571,-2.696251971,0.008759726,-3.905303863
222786_at,0.405574348,0.017272655,6.31722,2.696007105,0.008765556,-3.905908486
221735_at,-0.314967183,0.017277642,7.982015429,-2.69587656,0.008768665,-3.906230809
218234_at,0.355313869,0.017280889,6.957415857,2.695783122,0.008770891,-3.906461508
235552_at,-0.241968284,0.017300175,7.926779857,-2.695348221,0.008781259,-3.907535183
201675_at,0.536002632,0.017300857,9.839019571,2.69529034,0.00878264,-3.90767807
205384_at,-0.529583457,0.017300857,2.813264714,-2.69528517,0.008782763,-3.907690831
200694_s_at,-0.266890463,0.017302932,9.833400857,-2.695216741,0.008784396,-3.907859751
213279_at,-0.50787032,0.017309981,8.744465857,-2.695018438,0.008789129,-3.908349252
221610_s_at,0.529718461,0.017309981,7.404606429,2.695018236,0.008789134,-3.908349753
222253_s_at,0.463246854,0.017351524,3.526452714,2.694111337,0.008810808,-3.910588014
228315_at,-0.506483146,0.017364041,8.288588,-2.693821506,0.008817745,-3.9113032
204882_at,0.806763213,0.017370612,5.771933429,2.693657884,0.008821663,-3.911706925
219282_s_at,0.286243061,0.017373458,6.456292857,2.693573275,0.00882369,-3.911915684
230446_at,0.399026997,0.017373824,4.023708571,2.693541235,0.008824458,-3.911994736
222710_at,-0.162795484,0.017376211,3.683520429,-2.693457491,0.008826465,-3.912201353
227747_at,0.515477023,0.017376211,6.248907429,2.693442092,0.008826834,-3.912239345
1554663_a_at,1.026222489,0.017381143,3.233148,2.693313295,0.008829921,-3.912557108
213667_at,-0.234497889,0.017382173,5.384259857,-2.693267203,0.008831026,-3.91267082
1553663_a_at,0.766969588,0.017394351,1.905812286,2.692984969,0.008837795,-3.913367084
218176_at,0.415084315,0.017404296,7.337493571,2.692750156,0.008843431,-3.913946315
211298_s_at,-0.850383802,0.017418207,2.871417714,-2.69243156,0.008851082,-3.914732153
227281_at,0.362911859,0.017420509,3.084037143,2.692358599,0.008852835,-3.914912106
219307_at,0.388575534,0.017423008,7.565127,2.692281488,0.008854689,-3.91510229
211799_x_at,0.574718553,0.0174307,11.80846914,2.692094619,0.008859181,-3.915563159
219838_at,-0.715535913,0.017438438,4.015581429,-2.691845644,0.00886517,-3.91617716
203419_at,0.349557351,0.017438438,7.481377286,2.691841868,0.008865261,-3.916186469
1559139_at,0.356778091,0.017438438,3.518770714,2.691837449,0.008865367,-3.916197368
229201_at,0.801676678,0.017438438,3.871559,2.691834032,0.008865449,-3.916205794
228497_at,-0.624568318,0.017441563,3.885939,-2.691743765,0.008867621,-3.91642839
211936_at,0.304617325,0.01744636,12.71274286,2.691606049,0.008870936,-3.916767982
238631_at,-0.485223776,0.01744636,4.717509571,-2.691593907,0.008871229,-3.916797923
205192_at,0.592820765,0.017448576,2.849770143,2.691522853,0.00887294,-3.916973128
216095_x_at,0.338685728,0.017448981,9.293901,2.691490045,0.00887373,-3.917054025
228934_x_at,0.155954516,0.017456563,3.516136857,2.691305718,0.00887817,-3.917508515
208877_at,-0.40463587,0.017456724,9.236370714,-2.691278057,0.008878836,-3.917576716
200758_s_at,-0.374244937,0.017462665,9.560940429,-2.691128415,0.008882442,-3.917945665
226401_at,0.397240883,0.017476578,5.161464143,2.690810678,0.008890104,-3.918729002
215978_x_at,-0.20259815,0.017520267,11.98924571,-2.689866164,0.008912915,-3.921057127
244286_at,-0.472350479,0.017521457,7.463921714,-2.689812707,0.008914207,-3.921188871
215698_at,0.558091808,0.017521457,9.141742,2.68979261,0.008914693,-3.921238401
231948_s_at,0.288753011,0.017540889,8.357778143,2.68935975,0.008925167,-3.922305107
1555926_a_at,0.265096897,0.01755022,3.308014143,2.689127267,0.008930797,-3.922877965
217028_at,0.707679655,0.01755022,11.54333843,2.689115168,0.00893109,-3.922907776
216361_s_at,0.24539344,0.017557964,2.657922857,2.688928274,0.008935618,-3.923368264
208178_x_at,-0.531308545,0.017578724,8.142060857,-2.688468304,0.008946772,-3.924501479
238675_x_at,0.211952624,0.017595531,6.584004714,2.68809165,0.008955915,-3.925429314
227807_at,0.759786484,0.017597112,7.103428143,2.688034258,0.008957309,-3.92557068
242945_at,0.96030397,0.017622905,3.417266857,2.687469822,0.008971028,-3.926960866
208290_s_at,0.391626274,0.017633425,9.220508,2.687225463,0.008976973,-3.927562639
216142_at,0.108829428,0.017634367,3.751671571,2.68718149,0.008978043,-3.927670925
217604_at,-0.580093675,0.017634627,7.122962571,-2.687151812,0.008978766,-3.927744007
207370_at,0.255973331,0.017642401,4.382835857,2.686964978,0.008983315,-3.928204078
218294_s_at,0.275484289,0.017650899,8.472085429,2.686763081,0.008988233,-3.928701208
218096_at,0.559056241,0.017656107,9.425747571,2.686630009,0.008991476,-3.929028854
226178_at,-0.296021009,0.017670166,9.045869714,-2.686312113,0.008999227,-3.929811517
217799_x_at,-0.469953053,0.017676678,8.166559714,-2.686151928,0.009003135,-3.930205865
221536_s_at,0.384981522,0.017694287,8.352158143,2.685760303,0.009012696,-3.931169899
215044_s_at,0.320316232,0.017698743,4.93994,2.685643144,0.009015558,-3.931458277
220063_at,-0.311236636,0.017701835,2.808689429,-2.685554441,0.009017726,-3.931676609
205762_s_at,0.225236333,0.017708646,4.5165,2.685373866,0.00902214,-3.932121051
1557836_at,-0.322487082,0.017708646,4.194650571,-2.685364001,0.009022381,-3.932145329
240983_s_at,0.655500614,0.01771709,5.811878143,2.685163831,0.009027276,-3.93263797
233323_at,-0.324682649,0.017717164,6.808695286,-2.685138038,0.009027907,-3.932701447
235003_at,0.69123291,0.017726968,9.548006714,2.684909646,0.009033496,-3.933263503
223874_at,0.353221304,0.017752046,3.351548143,2.684363622,0.00904687,-3.934607071
225511_at,0.532948318,0.017760586,3.493967857,2.68416186,0.009051817,-3.935103479
210916_s_at,0.666670908,0.017765138,7.771065571,2.684043023,0.009054731,-3.935395846
227963_at,0.548270706,0.017768194,3.362447571,2.683955275,0.009056884,-3.93561172
237533_at,-0.125095559,0.017776026,3.308164571,-2.683768357,0.009061471,-3.936071551
227604_at,-0.339550488,0.017789344,5.580920429,-2.683467636,0.009068855,-3.936811287
202930_s_at,-0.311939344,0.017794056,10.13513543,-2.683322806,0.009072414,-3.937167528
219471_at,0.815585896,0.017794056,6.059991,2.683321365,0.009072449,-3.937171073
206945_at,0.624931716,0.017826829,2.377405571,2.68261772,0.009089755,-3.938901615
232256_s_at,-0.349521564,0.017829335,2.878350571,-2.682541574,0.00909163,-3.939088864
201243_s_at,-0.714885963,0.017843176,11.34739729,-2.682230761,0.009099285,-3.939853141
217364_x_at,0.158013869,0.017879875,6.189944429,2.681447674,0.009118599,-3.941778401
208595_s_at,-0.245423297,0.017887322,6.85862,-2.681269632,0.009122995,-3.942216063
207704_s_at,-0.700329108,0.017895081,3.104035857,-2.681085179,0.009127552,-3.94266946
203743_s_at,0.309087494,0.017924989,9.936833857,2.680444033,0.009143407,-3.944245237
1559023_a_at,-0.46193323,0.017941993,5.256310143,-2.680069469,0.009152681,-3.945165679
1560286_s_at,0.725985542,0.017951924,2.480387,2.679840769,0.009158348,-3.945727627
206477_s_at,0.146707712,0.01798296,6.084813286,2.679178197,0.009174783,-3.947355441
218720_x_at,-0.887622313,0.017988659,4.326889,-2.679036852,0.009178293,-3.947702658
223196_s_at,-0.484360639,0.018021054,3.720008571,-2.6783476,0.009195425,-3.9493956
1554053_at,0.329765955,0.01802655,3.596418286,2.678210643,0.009198832,-3.94973195
200802_at,-0.263357611,0.018029218,9.929972857,-2.678131675,0.009200798,-3.949925882
236350_at,0.285497233,0.018038564,3.552828429,2.677915855,0.009206171,-3.950455871
228579_at,0.976881934,0.018041201,3.400435429,2.677837575,0.009208121,-3.950648094
202605_at,-0.408002834,0.018046629,10.32499243,-2.677702123,0.009211495,-3.9509807
209252_at,-0.298055854,0.018048643,8.160764429,-2.677636603,0.009213128,-3.951141578
218375_at,-0.390233558,0.018053463,8.247704286,-2.677513641,0.009216192,-3.951443496
219263_at,-1.28730587,0.018056377,4.967518286,-2.677429738,0.009218284,-3.951649501
232712_at,-0.716175315,0.018057426,3.379020714,-2.677384006,0.009219425,-3.951761784
222580_at,0.345535669,0.018072592,9.614274143,2.677049377,0.009227772,-3.952583332
221229_s_at,0.350875315,0.01807462,8.022027857,2.676983637,0.009229413,-3.95274472
205904_at,-0.570614617,0.018096258,7.369751143,-2.676516975,0.009241068,-3.953890259
206241_at,0.429950446,0.018127711,4.008377429,2.675850503,0.009257736,-3.955526
225458_at,0.506602986,0.018131883,6.644103571,2.675741151,0.009260474,-3.955794353
1565810_at,0.307191976,0.018137086,4.691159143,2.675610781,0.009263739,-3.956114274
218270_at,0.369463238,0.018144639,8.797393,2.675432537,0.009268204,-3.956551654
206400_at,1.353194071,0.018152676,3.296137857,2.675244492,0.009272916,-3.95701306
212698_s_at,-0.464687847,0.01820028,10.608895,-2.674251342,0.009297843,-3.959449508
217856_at,-0.713740042,0.018201606,5.428561571,-2.674200131,0.00929913,-3.959575122
222746_s_at,-1.073618755,0.018206409,8.502268571,-2.67407827,0.009302193,-3.95987402
218891_at,-0.231042288,0.0182471,6.588549714,-2.673227885,0.009323594,-3.961959536
226857_at,0.554226325,0.018248351,5.77225,2.673178267,0.009324844,-3.962081202
226281_at,0.891684575,0.018268451,3.206363429,2.672746573,0.009335727,-3.96313968
241542_at,0.628026434,0.018268869,3.573879571,2.672713857,0.009336552,-3.963219893
202976_s_at,-0.810385913,0.018290107,9.331526429,-2.672259554,0.009348018,-3.964333645
209140_x_at,0.464756266,0.018292652,14.14719714,2.672183807,0.009349931,-3.964519326
225572_at,-0.25702942,0.018301511,9.341629714,-2.671980307,0.009355072,-3.965018158
224718_at,-0.41291021,0.018317225,8.611569143,-2.671638341,0.009363718,-3.965856336
205561_at,0.210164029,0.018324157,5.430818143,2.671473998,0.009367875,-3.966259117
1555486_a_at,-0.437679773,0.018325734,4.031246429,-2.671417899,0.009369294,-3.966396604
1565651_at,0.554777839,0.018329315,5.736587857,2.671321318,0.009371739,-3.966633298
206357_at,0.335065399,0.018334596,3.748899143,2.671190395,0.009375053,-3.966954143
1559263_s_at,0.663469571,0.018354214,5.889312571,2.670770171,0.009385698,-3.967983874
214374_s_at,-0.570172212,0.018369627,7.022953714,-2.670435079,0.009394195,-3.9688049
221857_s_at,0.181149251,0.018373595,5.168783429,2.670330841,0.009396839,-3.969060282
204634_at,-0.316652279,0.018386226,9.134890857,-2.670052072,0.009403915,-3.969743223
239261_s_at,-0.372195955,0.018399813,2.922819857,-2.669754232,0.00941148,-3.970472819
238421_at,0.462625736,0.01840662,3.732998571,2.669592989,0.009415578,-3.970867777
225118_at,0.301992296,0.018417886,5.920660857,2.669342088,0.009421958,-3.97148231
202424_at,0.3637282,0.018424093,8.744615286,2.669193028,0.00942575,-3.97184738
234949_at,-0.272058225,0.018431319,8.870074714,-2.669023517,0.009430063,-3.972262517
212995_x_at,-0.352382422,0.018444578,10.72980286,-2.6687118,0.009438001,-3.973025866
230128_at,0.723678495,0.018444578,4.830138143,2.668708637,0.009438082,-3.973033612
202795_x_at,-0.343884172,0.018452697,8.678269714,-2.668521334,0.009442854,-3.973492254
209856_x_at,0.463179765,0.018453482,5.947165143,2.668481348,0.009443873,-3.973590164
241706_at,0.431197468,0.018466584,4.096003,2.668194134,0.009451197,-3.974293394
214336_s_at,1.111873448,0.01849903,6.783416714,2.667519362,0.009468422,-3.9759453
212802_s_at,-0.291886274,0.018500495,9.092581143,-2.667465792,0.009469791,-3.976076431
219066_at,0.539090521,0.018516984,4.901559571,2.667111367,0.009478851,-3.976943945
243305_at,-0.507844609,0.018519128,8.423560571,-2.667044214,0.009480569,-3.977108305
1556425_a_at,-0.847778385,0.018521796,5.121448571,-2.666966587,0.009482555,-3.977298293
222433_at,0.408787637,0.01852645,11.24715,2.666849231,0.009485557,-3.977585507
1557954_at,0.450151068,0.018529347,7.837795429,2.666767045,0.009487661,-3.977786642
223672_at,-0.55823725,0.018530154,3.788835571,-2.666726662,0.009488694,-3.977885469
227719_at,-0.86123741,0.018547683,4.709395429,-2.666351949,0.009498291,-3.978802432
1554301_at,0.112133692,0.018558276,3.456794857,2.666116039,0.009504337,-3.979379677
241872_at,-0.897143709,0.018563048,5.374975286,-2.665996504,0.009507402,-3.979672149
225487_at,0.301856661,0.01856315,3.485689,2.665952304,0.009508536,-3.979780292
232087_at,-0.303152944,0.01856315,3.954550714,-2.665946012,0.009508697,-3.979795686
226271_at,-0.717831884,0.018580404,5.854648714,-2.665577323,0.009518158,-3.980697694
209835_x_at,0.636805484,0.018582651,9.058594,2.66550827,0.009519931,-3.980866623
222805_at,0.397241455,0.018585646,8.389165857,2.665424278,0.009522087,-3.981072093
238172_at,-0.416163263,0.018585792,6.194171714,-2.665397134,0.009522784,-3.981138495
91952_at,0.403822254,0.0185964,4.333953429,2.665161334,0.009528842,-3.9817153
230999_at,0.23637286,0.018600455,5.180493857,2.665056264,0.009531542,-3.981972304
222333_at,0.127292969,0.018601394,6.990668,2.66501332,0.009532646,-3.982077344
1555929_s_at,0.934431472,0.018622857,4.356204,2.664547328,0.009544632,-3.983217063
226808_at,-0.473059748,0.018622857,8.717926286,-2.664537238,0.009544892,-3.983241739
235811_at,0.411133616,0.018643241,5.350536143,2.664107277,0.009555964,-3.984293187
238062_at,-0.213345181,0.018643854,2.320731714,-2.664070859,0.009556902,-3.98438224
205210_at,0.414004172,0.018650298,4.787710571,2.663918451,0.00956083,-3.984754907
201673_s_at,0.49281524,0.018664674,6.095136857,2.66360842,0.009568824,-3.985512943
234343_s_at,0.320105105,0.018670332,3.923631857,2.663465654,0.009572507,-3.985861984
212377_s_at,-0.315238528,0.018670332,10.92438443,-2.663447545,0.009572975,-3.985906258
205143_at,1.369747536,0.018678657,2.903288286,2.663257948,0.009577869,-3.986369769
209860_s_at,-0.339066249,0.01868843,10.50330957,-2.663039681,0.009583505,-3.986903336
239719_at,0.57150016,0.018688665,2.393274429,2.663003837,0.009584431,-3.986990956
230387_at,0.31769386,0.018688665,10.00162714,2.662986569,0.009584877,-3.987033167
212690_at,-0.456909992,0.018689671,8.872055429,-2.662942395,0.009586019,-3.987141148
205507_at,-0.138278595,0.018691887,2.542969286,-2.662862882,0.009588073,-3.987335509
57532_at,0.352380715,0.018691887,6.978656143,2.662826329,0.009589018,-3.987424857
244179_x_at,0.122325366,0.018691887,3.541177714,2.662825764,0.009589033,-3.987426238
217994_x_at,-0.249769193,0.018695149,8.292803857,-2.662736817,0.009591332,-3.98764365
223039_at,-0.338175517,0.018709196,8.857501286,-2.662433924,0.009599165,-3.988383965
1560720_at,-0.191971026,0.018717639,5.894005,-2.662242304,0.009604123,-3.988852275
225732_at,-0.423131161,0.01872218,9.208685,-2.662128079,0.00960708,-3.989131425
206968_s_at,-0.271301144,0.01873619,4.898912286,-2.661826286,0.009614896,-3.989868911
204790_at,-0.542246997,0.018754335,6.931565429,-2.661442822,0.009624836,-3.99080588
221739_at,0.28368487,0.018755493,8.861874143,2.661395705,0.009626058,-3.990921
235825_at,-0.351848553,0.018760334,3.882799,-2.661275715,0.00962917,-3.991214161
218842_at,0.337244407,0.018788472,8.370157143,2.660695196,0.009644242,-3.992632337
209806_at,0.704972094,0.018796095,12.02004257,2.660520409,0.009648784,-3.993059282
210470_x_at,0.336799344,0.018803853,10.26982543,2.660343006,0.009653396,-3.993492594
243020_at,0.525294449,0.018812526,4.699551429,2.660147605,0.009658478,-3.99396984
204121_at,-0.589941976,0.018814346,3.421120143,-2.660087481,0.009660042,-3.99411668
210235_s_at,0.516183591,0.018832129,7.946513,2.659712517,0.009669803,-3.99503239
233181_at,0.098411026,0.018835705,3.697575571,2.659617814,0.00967227,-3.995263652
201812_s_at,-0.316324306,0.018845308,11.91476571,-2.659404342,0.009677832,-3.995784915
224947_at,0.466935559,0.018851127,6.764796,2.659265493,0.009681451,-3.996123945
236072_at,-0.335478865,0.018875983,5.614223857,-2.65875197,0.009694848,-3.997377692
